document_id,project_id,project_name,publish_date,outlet,stance_code,frame_code,reasoning,coder,model_name
TEMPID0020221104eib400003,P029,General,2022-11-17,The Jakarta Post,Supportive,F5,"Chinese envoy’s op-ed praises the China–ASEAN Comprehensive Strategic Partnership, BRI connectivity, and East Asian cooperation as mutually beneficial, with no meaningful criticism.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221116eibg00008,P029,General,2022-11-17,Tempo,Supportive,F1,"Reports five new Indonesia–China economic and trade agreements and associated projects (Twin Parks, vocational centers, etc.) as steps to deepen cooperation and support Indonesia’s development.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020221117eibh0008d,P122,Jakarta–Bandung high-speed rail (KCJB),2022-11-18,The Jakarta Post,Neutral,F5,Describes Jokowi–Xi bilateral talks that showcase close Beijing–Jakarta ties and present the Jakarta–Bandung HSR as a flagship cooperation project while factually noting delays and cost overruns.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221117eibh0000a,P029,General,2022-11-29,The Jakarta Post,Neutral,F5,Macro commentary on global conditions notes China’s reopening and US–China “guard rails” as part of shifting geopolitics without taking a clear stance on Chinese investment itself.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221128eibs00002,P202,Pomalaa nickel project (Vale–Huayou–Ford),2022-11-29,Tempo,Supportive,F1,Highlights large-scale downstream nickel investments in Pomalaa with Chinese and other partners as part of a Rp 130 trillion program to build EV-related industry in Indonesia.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020221130eibt00034,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-08,Tempo,Neutral,F1,"Explains KCIC’s request to extend the HSR concession from 50 to 80 years to restore business viability amid cost overruns, presenting both government justifications and DPR criticism.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020221209eic800004,P029,General,2022-12-13,The Jakarta Post,Supportive,F1,"Quotes officials and economists expecting China’s easing of COVID-19 curbs to boost trade, FDI, and higher-value exports from Indonesia, with minimal mention of downsides.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221212eicc0000b,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-21,The Jakarta Post,Opposed,F1,"Analytical piece stresses that lower-than-expected demand and strong competition mean the Jakarta–Bandung HSR may take around 80 years to break even, casting doubt on its economic rationale.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221220eick0000h,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-22,The Jakarta Post,Supportive,F4,"Relays the Chinese ambassador’s assurance that the recent construction accident was a technical work-train issue and will not affect future safety, defending the project while noting casualties.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221221eicl00006,P029,General,2022-12-23,The Jakarta Post,Neutral,F5,Global outlook article sees BRI as one factor in China’s recovery and Southeast Asia’s growth within a broader discussion of global macro and geopolitical shifts.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020221222eicm00004,P122,Jakarta–Bandung high-speed rail (KCJB),2022-12-30,Tempo,Neutral,F4,"Year-end economic kaleidoscope briefly recounts the Jakarta–Bandung HSR work-train accident and KCIC’s response as one of many events, without evaluative commentary.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230104ej1400002,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-04,Tempo,Opposed,F2,"Argues that taxpayers’ money should not be used to bail out costly, low-impact projects and cites the Jakarta–Bandung HSR being shifted onto the APBN as an example of poor fiscal planning.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230104ej1400003,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-04,Tempo,Opposed,F2,"Editorial criticizes the government’s “instant” way of raising tax revenues while wasting public funds on projects like the economically unprofitable Jakarta–Bandung HSR, linking it to mistrust in fiscal governance.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230104ej140002w,P028,GNI nickel smelter (North Morowali),2023-01-16,Tempo,Opposed,F3,"Labor Party leader details unsafe working conditions, low pay, and abusive behavior by foreign supervisors at PT GNI, framing the deadly clash as rooted in unequal treatment of Indonesian workers by a Chinese-owned firm.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230116ej1g000b5,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-16,Tempo,Supportive,F1,"KCIC and government sources describe final negotiations over cost overruns, PMN injections, and new access infrastructure as steps to keep the Jakarta–Bandung HSR on track and improve mobility.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230116ej1g000b7,P122,Jakarta–Bandung high-speed rail (KCJB),2023-01-16,Tempo,Neutral,F4,"Reports NTSC’s ongoing investigation into the KCJB work-train accident, noting fatalities and official statements attributing it to human error without broader judgment on the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230116ej1g000ji,P028,GNI nickel smelter (North Morowali),2023-01-17,Tempo,Neutral,F3,"Covers officials’ reactions to the deadly worker clash at PT GNI, emphasizing its potential to hurt the investment climate and the need for a safe workplace, without clearly siding for or against the investment itself.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230117ej1h000p1,P028,GNI nickel smelter (North Morowali),2023-01-18,Tempo,Opposed,F3,"Editorial portrays the fatal riot at PT GNI as the product of Indonesia’s investment-obsessed model and poor labor governance, with Indonesian and Chinese workers alike becoming “victims” of Chinese-backed nickel investment.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230118ej1i0002t,P029,General,2023-01-20,The Jakarta Post,Neutral,F5,"UNDP-related op-ed defends the value of a stronger multilateral system to manage global crises and finance development, without expressing a clear pro- or anti-China investment position.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230119ej1j0000b,P193,North Konawe illegal nickel mining,2023-01-22,Tempo,Opposed,F4,"Investigative report exposes illegal nickel extraction, document forgery and lax enforcement as ore is laundered through smelters for export to China, stressing governance and environmental abuses.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230123ej1m0000d,P028,GNI nickel smelter (North Morowali),2023-01-22,Tempo,Opposed,F3,"Story centers on clashes between Chinese and Indonesian workers at the GNI smelter over safety, wages and unionization, highlighting social tensions and labor-rights grievances.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230123ej1m0000g,P029,General,2023-01-26,The Jakarta Post,Neutral,F1,"Article weighs rising Chinese FDI, investment rankings and labor accidents while quoting officials on equal treatment and security guarantees, treating Chinese capital mainly as an economic opportunity.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230125ej1p00001,P119,Jakarta–Bandung HSR (KCJB),2023-02-04,Tempo,Neutral,F2,"News details unresolved cost overrun calculations, stalled disbursements and dependence on new CDB loans, framing the HSR mainly as a financing and debt-burden problem.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230204ej2400002,P191,Nickel downstreaming (Morowali & North Maluku),2023-02-04,The Jakarta Post,Opposed,F4,"Op-ed argues that nickel downstreaming has produced extremely unequal local income growth and limited benefits for the poor, criticizing policy design and distributive justice.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230203ej2300008,P191,Nickel downstreaming (Morowali & North Maluku),2023-02-05,Tempo,Opposed,F4,"Lengthy essay portrays foreign-dominated nickel downstreaming as capital-intensive extractivism and a “new colonialism” with low fiscal returns, illegal exports and weak protections for locals.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230206ej2500035,P120,Jakarta–Bandung HSR (KCJB) feeder,2023-02-15,Tempo,Neutral,F1,"Piece describes the design and rollout of special feeder trains linking the HSR to Bandung, emphasizing connectivity and passenger convenience rather than controversy.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230216ej2f00033,P119,Jakarta–Bandung HSR (KCJB),2023-02-16,Tempo,Neutral,F2,"Coverage of the COR deal focuses on the agreed US$1.2 billion cost overrun, division of equity contributions and reliance on further CDB lending, stressing financing terms and fiscal exposure.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230216ej2g0002v,P013,Batang Toru hydropower,2023-02-21,The Jakarta Post,Opposed,F4,"Report recounts environmental protests, critical orangutan habitat risks and BPK findings about opaque cost escalations and over-injection by PLN, depicting Batang Toru as a governance and ESG failure.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230220ej2k0000b,P029,General,2023-02-22,The Jakarta Post,Neutral,F5,"Analysis of Qin Gang’s visit links booming trade and FDI with labor unrest at Morowali, HSR accidents and broader US–China rivalry, framing issues within regional diplomatic balancing.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230221ej2l0000e,P013,Batang Toru hydropower,2023-02-22,The Jakarta Post,Opposed,F4,"Article tracks SDIC Power’s takeover and Exim Bank’s BRI loan while NGOs denounce “rank hypocrisy” and biodiversity threats, emphasizing environmental harm and reputational risks of the project.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230221ej2l0000c,P029,General,2023-02-22,Tempo,Opposed,F2,"Editorial condemns ballooning debts of state construction SOEs from toll roads, HSR and LRT projects, warning that ill-conceived mega-infrastructure will saddle BUMN and ultimately the APBN.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230222ej2m00031,P060,General (ESG in nickel & tin mining),2023-03-21,The Jakarta Post,Neutral,F4,"Piece argues that weak ESG implementation in nickel and tin mining is prompting divestment and deterring investors, focusing on environmental and social compliance rather than identity or geopolitics.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230320ej3k0000i,P119,Jakarta–Bandung HSR (KCJB),2023-04-11,Tempo,Opposed,F2,"Opinion column portrays the HSR as an unnecessary prestige project that has trapped Indonesia in large Chinese-bank loans with high interest and uncertain revenue, echoing “debt trap” concerns.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230412ej4b00038,P118,Jakarta–Bandung HSR & North Kalimantan Industrial Park,2023-04-12,The Jakarta Post,Supportive,F1,"News of Luhut’s Beijing trip highlights securing additional CDB funding for the HSR and commitments for a green industrial park, emphasizing new deals, investment flows and economic cooperation.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230411ej4b00005,P029,General,2023-04-24,Tempo,Neutral,F1,Election-focused story explains how all major presidential candidates promise to continue Jokowi’s megaprojects like IKN and the HSR to reassure investors and sustain growth.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230424ej4o00002,P029,General,2023-04-26,The Jakarta Post,Supportive,F5,"Chinese ambassador’s op-ed celebrates the China–Indonesia comprehensive strategic partnership, RCEP and new cooperation corridors, promoting alignment and “win–win” regional order.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230425ej4p00007,P137,KIHI & nickel/aluminum smelter clusters,2023-04-26,Tempo,Opposed,F4,"Editorial contrasts official energy-transition rhetoric with continued coal-based captive plants for KIHI and nickel/aluminum smelters in Morowali and Weda Bay, stressing environmental and policy contradictions.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230427ej4q00032,P093,"General nickel industry (Vale, Morowali, etc.)",2023-04-30,Tempo,Neutral,F4,"Feature notes rising nickel output and investment while warning of finite reserves, oversupply and significant environmental degradation around smelter regions, calling for stricter regulation.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230501ej4u0000d,P122,Jakarta–Bandung high-speed rail (KCJB),2023-05-15,Tempo,Neutral,F1,"Straight news report on KCIC’s commissioning tests and safety warnings for the Jakarta–Bandung HSR, without clear praise or criticism of the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230515ej5f0005n,P028,GNI nickel smelter (North Morowali),2023-05-16,The Jakarta Post,Opposed,F4,Op-ed argues that EVs in coal-dependent Indonesia cannot be fully green and highlights environmental and labor hazards around nickel extraction and the deadly GNI clash.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230515ej5f0000c,P029,General,2023-05-17,The Jakarta Post,Neutral,F5,"Regional commentary discusses ASEAN centrality amid big-power competition, including China’s role and BRI, without endorsing or opposing Chinese investment.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230516ej5g0000j,P029,General,2023-05-24,The Jakarta Post,Neutral,F5,"Macro analysis of de-dollarization treats China as one of several major economies diversifying away from the US dollar, weighing benefits and risks in a balanced way.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230523ej5n00002,P029,General,2023-05-30,Tempo,Supportive,F1,"Luhut praises Chinese investors for technology transfer, jobs and large trade flows, explicitly defending their role in Indonesia’s development.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230530ej5u00001,P029,General,2023-05-31,The Jakarta Post,Supportive,F5,Author contrasts Western capitalism with China’s cooperative development paradigm and presents Indonesia–China cooperation and Maritime Silk Road as a model for sustainable growth.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230530ej5u0000e,P029,General,2023-06-04,Tempo,Supportive,F1,Article positively portrays Quantum’s planned solar investments in IKN and nickel smelters as clean-energy capital that supports Indonesia’s development.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230604ej640002u,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-13,The Jakarta Post,Opposed,F4,"Piece stresses reliance on Chinese operators, safety certification gaps, ridership and viability concerns, and warns against rushing KCJB’s launch.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230612ej6c0000d,P029,General,2023-06-13,The Jakarta Post,Opposed,F2,"Report on a Lowy study notes China’s non-concessional loans, project delays and potential “debt-trap” risks, urging Southeast Asian governments to carefully assess Chinese financing.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230612ej6c0000e,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-15,The Jakarta Post,Opposed,F3,"Editorial criticizes the decision to let Chinese staff run KCJB initially and laments weak local capacity and planning, arguing Indonesia is “not in the driving seat” of its own flagship project.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230614ej6e0000a,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-16,The Jakarta Post,Neutral,F1,Trade article explains Indonesia’s shrinking surplus and mentions the China-backed Jakarta–Bandung HSR as a capital-goods import and BRI “showcase” without explicit value judgment.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230615ej6f00005,P029,General,2023-06-16,Tempo,Opposed,F2,Celios researcher warns that Indonesia shows early signs of falling into a Chinese “debt trap” through BRI loans and urges greater caution over credit terms and fiscal risks.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230615ej6g000jh,P029,General,2023-06-16,Tempo,Opposed,F2,Koran Tempo piece argues Chinese infrastructure and resource-processing investments primarily offload China’s industrial overcapacity and rely on high-interest loans that burden Indonesia.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230616ej6g0002u,P029,General,2023-06-16,Tempo,Opposed,F4,"Celios study is used to show many Chinese-funded projects have poor environmental, labor and local-benefit standards, citing Morowali nickel parks and KCJB as examples of low-quality investment.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230616ej6g0002y,P122,Jakarta–Bandung high-speed rail (KCJB),2023-06-18,Tempo,Opposed,F2,Investigative feature links WIKA’s financial troubles and uncollected receivables to cost overruns and unpaid obligations from the Jakarta–Bandung HSR joint venture with Chinese partners.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230619ej6i0000g,P029,General,2023-06-19,The Jakarta Post,Supportive,F5,Banking commentary celebrates a decade of China–ASEAN FDI integration and presents cross-border investment as “seeds for growth” in a shared future.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230618ej6i00004,P145,Mandalika tourism project,2023-06-19,Tempo,Neutral,F2,"News story outlines ITDC’s strategies to manage heavy debts from Mandalika KEK infrastructure through asset optimization and loan reprofiling, without clear evaluative language toward the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230619ej6j0002y,P094,General nickel mining,2023-07-03,Tempo,Neutral,F4,"Opinion article discusses how Indonesia’s critical-mineral and nickel sector must reduce emissions through efficiency and green energy, focusing on ESG improvements rather than specific investors.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230704ej7300036,P029,General,2023-07-09,Tempo,Neutral,F5,Long essay “unravels” Indonesia’s BRI engagement by balancing Jusuf Kalla’s debt-trap warnings with arguments about Indonesia’s agency and win-win opportunities from China–Indonesia cooperation.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230709ej79000b5,P029,General,2023-07-14,Tempo,Opposed,F2,"Economic analysis finds that many “jumbo” national strategic projects, including KCJB, have limited growth impact and warns that they impose significant long-term burdens on the state budget.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230714ej7e0002x,P177,Morowali nickel,2023-07-16,Tempo,Neutral,F1,"Focuses on Indonesia’s downstreaming and export-ban strategy as a way to add value and jobs, with China mainly appearing as a buyer, so the dominant logic is economic upgrading rather than sovereignty or social conflict.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230717ej7g0000j,P214,Vale nickel smelters (Bahodopi/Morowali),2023-07-16,Tempo,Neutral,F4,"Discusses Vale’s nickel smelters, gas supply and efforts to cut emissions, centering on technology choice and environmental impact of smelters rather than on macro growth or geopolitics.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230717ej7g0000k,P146,Mandiodo nickel mine,2023-07-24,Tempo,Opposed,F4,"Investigative piece about illegal nickel mining at Mandiodo, forged documents, corruption and deforestation, clearly framed as governance failure and environmental harm.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020230724ej7o00007,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-08-12,Tempo,Opposed,F4,"Critiques the proposed high-speed rail ticket subsidy as misdirected and socially unfair, emphasizing mis-targeting and policy design rather than foreign control per se.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230812ej8c00003,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-08-23,The Jakarta Post,Opposed,F2,"Argues that subsidizing KCJB fares contradicts the original B2B promise and will burden taxpayers and the budget, explicitly linking the project to state liabilities and Chinese debt.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230822ej8m0008q,P029,General,2023-08-23,Kompas,Supportive,F1,"Reports the ambassador’s praise for rising Indonesian food, MSME and downstream exports and growing Chinese investment, presenting China mainly as a market and investor for economic gains.",final_thesis_labels,unspecified_llm_assisted_workflow
KOMPCO0020230823ej8n0002u,P029,General,2023-08-25,The Jakarta Post,Supportive,F1,"Frames BRI as an opportunity to finance renewable-energy projects and support Southeast Asia’s energy transition, while noting risks but overall emphasizing potential benefits.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230824ej8o0000a,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-08-31,The Jakarta Post,Supportive,F1,"Uses examples from Japan, France and China to recommend strategies for KCIC to achieve operational and financial sustainability, treating the line as a tool for efficient transport and growth.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230830ej8u0000i,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-06,Tempo,Supportive,F5,"Describes Premier Li Qiang’s test ride of the high-speed train as a diplomatic showcase during ASEAN gatherings, highlighting Sino-Indonesian ties and symbolism rather than economics alone.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230906ej96000jh,P029,General,2023-09-07,The Jakarta Post,Neutral,F5,"Commentary on ASEAN centrality in the Indo-Pacific, situating China’s BRI and the US Indo-Pacific Strategy within great-power rivalry and stressing ASEAN neutrality without taking a clear pro- or anti-China economic line.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230906ej9600004,P029,General,2023-09-08,Kompas,Supportive,F1,"Reports Jokowi and Chinese leaders agreeing new investment commitments and cooperation on infrastructure and IKN, treating expanding Chinese investment as an opportunity for development.",final_thesis_labels,unspecified_llm_assisted_workflow
KOMPCO0020230908ej98000xe,P070,General (Vale nickel projects),2023-09-10,Tempo,Supportive,F1,"Interview with Vale Base Metals’ CEO outlining multi-billion nickel and copper investments with Chinese partners, emphasizing capacity, technology and local development benefits.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230911ej9a0002x,P043,General (BRI),2023-09-11,Tempo,Neutral,F5,"Analyses Indonesia’s participation in BRI as both opportunity and risk, discussing debt, social tensions and perceptions among elites in the context of China’s broader regional strategy.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230911ej9b000b5,P029,General,2023-09-13,The Jakarta Post,Neutral,F5,"Examines how different 2024 presidential candidates might adjust Indonesia–China ties but concludes China will remain a key economic partner, framing the issue as foreign-policy alignment rather than for or against a specific project.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230912ej9c00004,P040,General (BRI in Southeast Asia),2023-09-13,Tempo,Neutral,F5,"Surveys BRI projects and debt risks across Southeast Asia, arguing countries must carefully assess loans, with China cast as a major regional power whose initiatives bring both benefits and geopolitical pressure.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230913ej9d0008d,P088,General (nickel export policy),2023-09-14,Tempo,Neutral,F2,"Discusses the Indonesia–EU WTO nickel dispute and export ban as a sovereignty and development issue, referencing China mainly as a precedent in rare earths and focusing on control over strategic resources.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230915ej9e00033,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-15,The Jakarta Post,Neutral,F1,"Reports the decision to have China Railway operate KCJB in the early years as a pragmatic way to transfer know-how and ensure safe operations, with an essentially descriptive tone.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020230914ej9e00001,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-15,Tempo,Opposed,F2,"Criticizes the government guarantee and cost-overrun “buffer” for KCJB as exposing the state budget and contradicting the B2B promise, centering on fiscal risk and APBN burden.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020230915ej9f00031,P078,General (halal industrial zones),2023-09-15,Kompas,Supportive,F1,"Covers Vice President Ma’ruf Amin inviting Chinese firms to invest in Indonesia’s halal industrial parks, presenting Chinese capital as a way to boost domestic and export-oriented halal industries.",final_thesis_labels,unspecified_llm_assisted_workflow
KOMPCO0020230915ej9f000gz,P136,KCJB (Jakarta–Bandung HSR/Whoosh),2023-09-18,Tempo,Neutral,F1,"Details the Indonesia–China agreement on KCJB’s operation-maintenance consortium, budget cap and joint training, treating the arrangement as a technical and financial measure to keep the line running.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230918ej9i0005m,P035,General (BRI / global climate),2023-09-21,Tempo,Opposed,F4,Op-ed highlights China’s huge renewables push but criticizes its continued coal expansion as undermining global decarbonization efforts.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230921ej9l00002,P218,Whoosh / Jakarta–Bandung HSR,2023-09-21,Tempo,Opposed,F2,Economist argues KCJB guarantees force Indonesia to comply with China’s terms and amount to falling into a Chinese “debt trap.”,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230921ej9l000ji,P218,Whoosh / Jakarta–Bandung HSR,2023-09-21,Tempo,Supportive,F1,"Piece focuses on naming, speed and image of WHOOSH as modern, time-saving infrastructure and ASEAN’s fastest train.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020230921ej9l000p3,P218,Whoosh / Jakarta–Bandung HSR,2023-10-03,The Jakarta Post,Neutral,F2,"Article balances inauguration benefits with concern over delays, cost overruns and the challenge of repaying project debt.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231002eja20002t,P218,Whoosh / Jakarta–Bandung HSR,2023-10-04,Tempo,Opposed,F2,"Report on loan-interest talks emphasizes high costs, compares Japan’s cheaper offer and cites warnings Indonesia is in a China debt trap.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020231004eja40008f,P206,Rempang Eco-City,2023-10-05,The Jakarta Post,Opposed,F4,"Op-ed criticizes Rempang and other PSNs for undemocratic land acquisition, agrarian conflict and weak governance safeguards.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231004eja40000f,P058,General (Chinese real estate FDI),2023-10-06,The Jakarta Post,Neutral,F1,News piece factually describes Chinese property developers scaling back Indonesian projects due to financial stress at home.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231005eja500003,P156,Morowali (IMIP HPAL smelter),2023-10-06,The Jakarta Post,Supportive,F1,Story presents the planned HPAL smelter at IMIP as boosting downstream processing and Indonesia’s EV-oriented nickel value chain.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231005eja500002,P218,Whoosh / Jakarta–Bandung HSR,2023-10-06,The Jakarta Post,Opposed,F2,Editorial warns extending the HSR to Surabaya could deepen fiscal burdens and risk plunging Indonesia into a debt trap.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231005eja500004,P083,General (nickel downstream districts),2023-10-06,Kompas,Opposed,F3,Kompas analysis notes massive nickel investments have not improved local welfare and rely heavily on non-local labor.,final_thesis_labels,unspecified_llm_assisted_workflow
KOMPID0020231012eja6001co,P218,Whoosh / Jakarta–Bandung HSR,2023-10-09,Tempo,Opposed,F2,"Magazine editorial labels the HSR a “parasite” on Indonesia’s rail sector, stressing debt burdens on KAI and a flawed project design.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020231009eja900002,P158,Morowali (PT GNI smelter),2023-10-09,Kompas,Supportive,F1,"Advertorial-style piece highlights PT GNI’s contribution to local incomes, lobster farming and broader economic benefits in Morowali Utara.",final_thesis_labels,unspecified_llm_assisted_workflow
KOMPID0020231012eja90014v,P081,General (mining downstream policy),2023-10-09,Kompas,Neutral,F3,Article recognizes value-added gains from hilirisasi but stresses benefits have not reached poor communities in mining regions.,final_thesis_labels,unspecified_llm_assisted_workflow
KOMPID0020231012eja90014u,P036,General (BRI / shared future),2023-10-13,The Jakarta Post,Neutral,F5,"Report relays China’s new “shared future” white paper and BRI narrative largely in China’s own words, without strong endorsement or critique.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231012ejac0000g,P039,General (BRI global),2023-10-14,The Jakarta Post,Supportive,F5,"Opinion column celebrates the BRI’s first decade as a transformative, win-win platform spanning most of the world’s population.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020231013ejad0000f,P079,General (hilirisasi & smelters),2023-10-15,Kompas,Neutral,F1,Kompas “Ekonomi” piece evaluates hilirisasi’s limited success so far but frames the issue mainly in terms of industrial upgrading and value added.,final_thesis_labels,unspecified_llm_assisted_workflow
KOMPID0020231015ejaf003h1,P053,General (Chinese FDI & elections),2023-10-17,Kompas,Supportive,F5,"Jokowi reassures Chinese investors about electoral stability and touts incentives, emphasizing continued Indonesia–China investment cooperation.",final_thesis_labels,unspecified_llm_assisted_workflow
KOMPCO0020231017ejah0002v,P032,General (BRF visit & diplomacy),2023-10-17,Kompas,Neutral,F5,Straight news on Jokowi’s bilateral meetings with Chinese leaders and attendance at the Belt and Road Forum.,final_thesis_labels,unspecified_llm_assisted_workflow
KOMPCO0020231017ejah0008t,P054,"General (Chinese FDI, IKN, downstream)",2023-10-17,Tempo,Supportive,F5,Article quotes Jokowi promising stability and inviting Chinese investment in downstream industries and the new capital IKN.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020231017ejah0005l,P218,Whoosh / Jakarta–Bandung HSR,2023-10-17,Kompas,Supportive,F1,"Op-ed uses the HSR as an example of bold infrastructure and argues such projects drive inclusive, sustainable economic growth.",final_thesis_labels,unspecified_llm_assisted_workflow
KOMPID0020231017ejah000xe,P052,General (Chinese FDI & IKN / downstream),2023-10-17,Tempo,Supportive,F5,"Jokowi lauds Chinese investors as “swift and precise” and urges them to expand FDI into IKN and downstream sectors, casting China as a key long-term partner.",final_thesis_labels,unspecified_llm_assisted_workflow
